"Day","Month","Year","MinTemp","MaxTemp"
14,1,2012,0.74,9.65
15,1,2012,2.53,9.65
16,1,2012,0.95,7.42
17,1,2012,0.7,7.47
18,1,2012,1.45,12.78
19,1,2012,5.74,14.43
20,1,2012,5.97,11.9
21,1,2012,3.2,11.59
22,1,2012,4.02,10.9
23,1,2012,3.02,11.22
24,1,2012,1.77,11.97
25,1,2012,2.03,12.11
26,1,2012,3.56,7.66
27,1,2012,0.14,7.58
28,1,2012,-2.89,8.04
29,1,2012,-3.05,8.49
30,1,2012,-2.29,9.6
31,1,2012,-0.52,7.32
1,2,2012,2.72,8.96
2,2,2012,-1.91,6.37
3,2,2012,-3.69,6.48
4,2,2012,-4.69,6.06
5,2,2012,-2.21,9.18
6,2,2012,8.25,12.38
7,2,2012,4.54,11.15
8,2,2012,-0.42,9.02
9,2,2012,1.33,11.95
10,2,2012,-3.2,10.01
11,2,2012,-2.46,10.02
12,2,2012,-4.13,8.12
13,2,2012,-2.73,9.26
14,2,2012,2.06,9.66
15,2,2012,1.3,11.28
16,2,2012,1.38,12.11
17,2,2012,-0.83,12.05
18,2,2012,0.28,13.43
19,2,2012,-1.21,11.83
20,2,2012,-0.77,11.85
21,2,2012,-0.82,14.07
22,2,2012,1.4,16.57
23,2,2012,2.76,19.07
24,2,2012,3.3,20.11
25,2,2012,4.79,17.85
26,2,2012,4.75,15.5
27,2,2012,5.3,19.38
28,2,2012,4.87,17.94
29,2,2012,4.41,17.96
1,3,2012,6.41,19.09
2,3,2012,4.69,16.27
3,3,2012,7.66,11.32
4,3,2012,4.87,12.82
5,3,2012,-0.81,11.45
6,3,2012,1.14,12.17
7,3,2012,6.23,15.54
8,3,2012,3.43,18.69
9,3,2012,5.05,21.52
10,3,2012,7.43,21.77
11,3,2012,5.24,21.56
12,3,2012,5.83,22.57
13,3,2012,7.48,22
14,3,2012,8.13,22.97
15,3,2012,11.11,24.1
16,3,2012,10.85,17.64
17,3,2012,5.73,10.81
18,3,2012,1.61,8.78
19,3,2012,-2.33,12.67
20,3,2012,0.53,13.67
21,3,2012,1,13.19
22,3,2012,0.86,16.17
23,3,2012,6.43,22.32
24,3,2012,10.92,23.12
25,3,2012,12.72,24.3
26,3,2012,9.46,24.64
27,3,2012,9.32,23.36
28,3,2012,7.52,23.86
29,3,2012,7.51,22.35
30,3,2012,8.35,23.33
31,3,2012,8.52,21.35
1,4,2012,8.45,20.18
2,4,2012,8.69,18.08
3,4,2012,9.49,13.88
4,4,2012,6.38,12.46
5,4,2012,4.37,10.58
6,4,2012,2.54,5.36
7,4,2012,4.71,9.15
8,4,2012,1.85,16.99
9,4,2012,4.9,19.84
10,4,2012,6.59,12.11
11,4,2012,6.08,9.58
12,4,2012,7.34,12.47
13,4,2012,4.5,8.94
14,4,2012,5.36,9.37
15,4,2012,1.72,8.95
16,4,2012,0.96,12.33
17,4,2012,6.08,12.21
18,4,2012,4.75,7.75
19,4,2012,6.75,11.49
20,4,2012,7.85,12.84
21,4,2012,7.11,14.49
22,4,2012,5.54,12.73
23,4,2012,5.62,10.87
24,4,2012,3.11,11.14
25,4,2012,7.42,11.93
26,4,2012,5.8,13.44
27,4,2012,4.19,15.46
28,4,2012,4.49,15.58
29,4,2012,2.06,13.52
30,4,2012,4.84,11.29
1,5,2012,5.48,11.11
2,5,2012,9.04,11.58
3,5,2012,9.22,11.42
4,5,2012,6.89,10.62
5,5,2012,5.68,12.37
6,5,2012,5.37,13.14
7,5,2012,8.78,13.69
8,5,2012,13.13,16.4
9,5,2012,11.99,22.97
10,5,2012,12.94,26.78
11,5,2012,16.19,27.25
12,5,2012,13.87,27.22
13,5,2012,13.05,23.66
14,5,2012,11.26,22.33
15,5,2012,8.01,23.02
16,5,2012,8.89,27.66
17,5,2012,12.87,20.79
18,5,2012,9.5,16.19
19,5,2012,6.65,14.98
20,5,2012,4.56,14.4
21,5,2012,4.77,13.02
22,5,2012,8.99,19.71
23,5,2012,8.82,26.22
24,5,2012,12.45,27.81
25,5,2012,12.35,21.07
26,5,2012,10.17,19.56
27,5,2012,9.55,18.36
28,5,2012,8.82,20.84
29,5,2012,9.3,21.16
30,5,2012,10.71,24.85
31,5,2012,13.07,30.3
1,6,2012,16.25,30.4
2,6,2012,14.34,17.73
3,6,2012,11.2,19.58
4,6,2012,9.19,22.19
5,6,2012,14.01,20.96
6,6,2012,13.13,21.37
7,6,2012,11.81,18.06
8,6,2012,7.59,17.69
9,6,2012,7.87,15.9
10,6,2012,11.16,18.18
11,6,2012,9.99,15.89
12,6,2012,8.64,16
13,6,2012,6.73,19.32
14,6,2012,9.63,18.97
15,6,2012,11.89,20.03
16,6,2012,12.52,20.65
17,6,2012,10.71,20.05
18,6,2012,10.74,21.61
19,6,2012,11.44,20.59
20,6,2012,10.75,16.37
21,6,2012,10.49,17.99
22,6,2012,6.8,20.77
23,6,2012,9.74,24.46
24,6,2012,12.01,27.73
25,6,2012,14.73,30.86
26,6,2012,17.01,34.63
27,6,2012,18.98,30.5
28,6,2012,14.26,24.13
29,6,2012,12.81,21.32
30,6,2012,10.34,18
1,7,2012,7.61,19.64
2,7,2012,9.53,22.86
3,7,2012,11.49,22.78
4,7,2012,13.88,21.03
5,7,2012,11.5,17.8
6,7,2012,10.99,20.51
7,7,2012,11.94,19.42
8,7,2012,9.65,22.14
9,7,2012,12.24,22.5
10,7,2012,10.67,22.29
11,7,2012,9.44,21.29
12,7,2012,7.67,23.01
13,7,2012,10.27,20.18
14,7,2012,9.92,19.64
15,7,2012,8.18,22.71
16,7,2012,11.51,30.17
17,7,2012,15.84,33.56
18,7,2012,16.69,30.73
19,7,2012,14.67,27.3
20,7,2012,12.39,25.38
21,7,2012,12.64,26.18
22,7,2012,13,27.36
23,7,2012,14.09,29.31
24,7,2012,15.69,28.57
25,7,2012,17.63,29.64
26,7,2012,16.13,28.01
27,7,2012,13.47,26.54
28,7,2012,12.76,22.44
29,7,2012,10.87,25.24
30,7,2012,11.01,28.94
31,7,2012,13.56,26.15
1,8,2012,13.57,23.33
2,8,2012,11.21,24.97
3,8,2012,11.57,24.87
4,8,2012,11.17,22
5,8,2012,11.22,21.56
6,8,2012,8.32,21.08
7,8,2012,9.41,26.64
8,8,2012,14.84,30.21
9,8,2012,15.26,31.55
10,8,2012,15.93,30.33
11,8,2012,14.01,26.26
12,8,2012,12.88,22.79
13,8,2012,12.92,23.79
14,8,2012,14.53,20.5
15,8,2012,12.48,20.11
16,8,2012,9.81,24.28
17,8,2012,12.89,28.7
18,8,2012,14.68,28.41
19,8,2012,17.57,28.77
20,8,2012,17.76,28.81
21,8,2012,18,28.72
22,8,2012,16.08,27.42
23,8,2012,14.4,23.67
24,8,2012,13.72,20.79
25,8,2012,12.57,20.76
26,8,2012,9.64,23.33
27,8,2012,10.95,23.11
28,8,2012,11.72,22.14
29,8,2012,12.15,22.41
30,8,2012,10.28,21.99
31,8,2012,8.12,22.6
1,9,2012,9.27,25.63
2,9,2012,11.16,27.42
3,9,2012,13.02,26.68
4,9,2012,12.68,26.15
5,9,2012,13.06,27.77
6,9,2012,14.1,31
7,9,2012,17.28,30.41
8,9,2012,17.76,27.25
9,9,2012,17.11,23.92
10,9,2012,13.88,24.54
11,9,2012,14.03,26.7
12,9,2012,12.15,24.89
13,9,2012,10.77,24.53
14,9,2012,11.34,28.61
15,9,2012,12.16,32.32
16,9,2012,14.41,29.16
17,9,2012,14.39,24.11
18,9,2012,15.33,26.5
19,9,2012,13.23,26.42
20,9,2012,14.27,28.72
21,9,2012,16.44,21.76
22,9,2012,12.73,26.97
23,9,2012,14.34,19.49
24,9,2012,11.03,16.52
25,9,2012,8.91,13.75
26,9,2012,6.6,14.89
27,9,2012,6.51,18.09
28,9,2012,9.99,19.33
29,9,2012,11.97,19.25
30,9,2012,7.89,19.19
1,10,2012,8.58,19.67
2,10,2012,8.9,19.98
3,10,2012,9.32,19.38
4,10,2012,7.19,22.55
5,10,2012,8.1,25.41
6,10,2012,12.76,20.81
7,10,2012,14.88,26.05
8,10,2012,14.4,23.12
9,10,2012,14.12,21.17
10,10,2012,14.98,17.77
11,10,2012,12.4,17.59
12,10,2012,7.49,15.86
13,10,2012,4.56,15.4
14,10,2012,7.41,14.58
15,10,2012,5.53,14.52
16,10,2012,11.31,15.85
17,10,2012,10.32,12.54
18,10,2012,6.5,10.6
19,10,2012,4.79,12.29
20,10,2012,4.97,16.37
21,10,2012,5.15,17.89
22,10,2012,9.76,17.52
23,10,2012,13.39,21.8
24,10,2012,12.96,19.07
25,10,2012,10.68,16.75
26,10,2012,8.15,16.05
27,10,2012,3.45,14.07
28,10,2012,0.86,10.46
29,10,2012,-0.18,13.18
30,10,2012,5.29,10.51
31,10,2012,2.16,9.1
1,11,2012,7.92,11.52
2,11,2012,7.4,13.63
3,11,2012,8.63,12.97
4,11,2012,3.72,10.42
5,11,2012,1.77,14.47
6,11,2012,1.5,11.55
7,11,2012,2.34,10.14
8,11,2012,8.62,11.95
9,11,2012,8.57,15.49
10,11,2012,4.68,10.37
11,11,2012,1.53,8.52
12,11,2012,1.81,11.77
13,11,2012,2.87,15.34
14,11,2012,4.6,16.14
15,11,2012,11.06,19.78
16,11,2012,9.56,16.46
17,11,2012,8.24,13.19
18,11,2012,3.31,12.94
19,11,2012,4.27,12.28
20,11,2012,9.39,13.17
21,11,2012,4.01,11.75
22,11,2012,1.03,7.85
23,11,2012,6.31,12.02
24,11,2012,8.15,13.28
25,11,2012,5.82,10.04
26,11,2012,2.43,8.79
27,11,2012,-0.26,5.59
28,11,2012,-2.12,5.98
29,11,2012,-2.02,5.38
30,11,2012,3.03,6.9
1,12,2012,-0.58,7.12
2,12,2012,-1.91,6.09
3,12,2012,1.24,7.05
4,12,2012,3.71,9.19
5,12,2012,2.73,6.6
6,12,2012,5.34,9.33
7,12,2012,5.72,10.6
8,12,2012,1.61,9.33
9,12,2012,0.5,8.62
10,12,2012,0.41,6.55
11,12,2012,-0.2,5.88
12,12,2012,2.09,8.05
13,12,2012,5.97,9.79
14,12,2012,10.1,12.71
15,12,2012,8.44,11.04
16,12,2012,8.55,12.5
17,12,2012,6.65,11.83
18,12,2012,8.05,11.34
19,12,2012,9.22,12.61
20,12,2012,8.46,11.27
21,12,2012,9.63,12.28
22,12,2012,8.98,14.98
23,12,2012,8.87,16.82
24,12,2012,8.45,16.01
25,12,2012,5.14,11.41
26,12,2012,2.4,7.91
27,12,2012,5.52,9.1
28,12,2012,4.86,10.61
29,12,2012,5.95,10.25
30,12,2012,4.31,8.36
31,12,2012,6.41,9.34
1,1,2013,4.77,8.67
2,1,2013,1.38,10.04
3,1,2013,2.55,14.4
4,1,2013,3.83,14.87
5,1,2013,2.93,12.87
6,1,2013,2.27,14.36
7,1,2013,2.84,13.36
8,1,2013,6.34,12.48
9,1,2013,8.31,13.41
10,1,2013,6.32,9.65
11,1,2013,4.99,8.73
12,1,2013,3.9,7.21
13,1,2013,0.93,7.61
14,1,2013,-0.47,5.37
15,1,2013,2.99,5.25
16,1,2013,6.69,10.59
17,1,2013,6.4,9.46
18,1,2013,11.93,13.59
19,1,2013,5.85,11.12
20,1,2013,2.5,6.49
21,1,2013,0.69,6.38
22,1,2013,-0.01,3.02
23,1,2013,-0.09,5.39
24,1,2013,4.66,9.73
25,1,2013,5.36,8.28
26,1,2013,5.74,12.28
27,1,2013,5.78,11.45
28,1,2013,1.45,9.82
29,1,2013,8.36,12.38
30,1,2013,10.66,13.19
31,1,2013,10.34,14.35
1,2,2013,5.96,11.2
2,2,2013,0.09,7.86
3,2,2013,-0.9,10.91
4,2,2013,2.57,13.62
5,2,2013,3.39,11.9
6,2,2013,2.23,7.75
7,2,2013,-1.11,9.49
8,2,2013,2.73,10.39
9,2,2013,2.51,11.17
10,2,2013,5.12,8.83
11,2,2013,0.79,4.92
12,2,2013,1.38,6.89
13,2,2013,6.86,12.73
14,2,2013,2.79,12.98
15,2,2013,1.33,14.4
16,2,2013,4.16,15.34
17,2,2013,6.18,10.84
18,2,2013,6.09,13.98
19,2,2013,6.8,10.43
20,2,2013,5.98,12.89
21,2,2013,8.73,13.85
22,2,2013,4.15,9.52
23,2,2013,0.37,5.53
24,2,2013,-3.69,6.87
25,2,2013,-2.71,7.84
26,2,2013,-3.39,10.36
27,2,2013,2.63,8.67
28,2,2013,-1.36,10.18
1,3,2013,-1.43,11.72
2,3,2013,-0.09,15.42
3,3,2013,5.46,15.55
4,3,2013,9.46,12.86
5,3,2013,8.62,13.1
6,3,2013,8.44,12.07
7,3,2013,8.47,12.85
8,3,2013,7.04,10.58
9,3,2013,7.35,10.22
10,3,2013,5.92,10.43
11,3,2013,4.43,9.38
12,3,2013,1.34,9.61
13,3,2013,-1.93,7.82
14,3,2013,-0.59,9.97
15,3,2013,0.18,12.81
16,3,2013,6.54,7.72
17,3,2013,3.35,11.28
18,3,2013,1.78,8.58
19,3,2013,1.42,10.86
20,3,2013,0.54,12.73
21,3,2013,8.13,16.51
22,3,2013,7.69,13.01
23,3,2013,4.77,12.11
24,3,2013,5.71,10.86
25,3,2013,5.43,11.05
26,3,2013,8.94,10.69
27,3,2013,9.86,13.17
28,3,2013,10.82,13.33
29,3,2013,10.51,11.59
30,3,2013,7.23,12.44
31,3,2013,6.43,16.15
1,4,2013,6.92,11.41
2,4,2013,5.12,11.4
3,4,2013,7.21,10.43
4,4,2013,3.72,12.31
5,4,2013,0.17,7.47
6,4,2013,-1.21,10.53
7,4,2013,2.45,8.97
8,4,2013,6.16,9.07
9,4,2013,8.1,10.65
10,4,2013,8.25,14.36
11,4,2013,8.93,13.11
12,4,2013,6.68,12.54
13,4,2013,6.55,18.58
14,4,2013,8.1,20.86
15,4,2013,9.5,19.6
16,4,2013,7.15,22.7
17,4,2013,8.9,21.72
18,4,2013,8.82,20.22
19,4,2013,3.72,18.49
20,4,2013,2.83,18.16
21,4,2013,3.6,20.33
22,4,2013,6.95,18.85
23,4,2013,6.35,22.77
24,4,2013,9.18,24.7
25,4,2013,9.66,24.39
26,4,2013,6.45,20.27
27,4,2013,0.95,10.92
28,4,2013,-0.39,11.67
29,4,2013,2.12,14.58
30,4,2013,4.35,12.97
1,5,2013,3.84,16.12
2,5,2013,4.43,17.68
3,5,2013,3.92,20.8
4,5,2013,6.31,22.5
5,5,2013,6.8,21.34
6,5,2013,9.68,15.65
7,5,2013,11.23,16.32
8,5,2013,11.21,16.93
9,5,2013,9.21,17
10,5,2013,5.54,18.59
11,5,2013,3.53,18.18
12,5,2013,5.42,22.15
13,5,2013,7.15,25.93
14,5,2013,8.04,19.73
15,5,2013,4.79,14.13
16,5,2013,3.96,9.84
17,5,2013,5.11,10.28
18,5,2013,3.62,11.89
19,5,2013,3.03,11.76
20,5,2013,3.2,17.27
21,5,2013,3.86,18.67
22,5,2013,5.51,21.01
23,5,2013,6.02,20.24
24,5,2013,6.24,20.27
25,5,2013,3.73,21.63
26,5,2013,6.3,18.59
27,5,2013,6.28,15.99
28,5,2013,5.24,14.15
29,5,2013,5.49,10.75
30,5,2013,5.04,16.86
31,5,2013,6.66,19.86
1,6,2013,5.19,20.63
2,6,2013,7.75,22.64
3,6,2013,7.99,25.79
4,6,2013,9.18,27.52
5,6,2013,9.59,23.66
6,6,2013,10.23,18.14
7,6,2013,9.24,17.32
8,6,2013,7.72,14.26
9,6,2013,10.24,16.02
10,6,2013,9.96,15.76
11,6,2013,11.32,18.94
12,6,2013,11.85,23.04
13,6,2013,12.15,25.44
14,6,2013,9.65,23.15
15,6,2013,10.53,23.85
16,6,2013,10.64,21.03
17,6,2013,8.74,15.6
18,6,2013,8.23,20.23
19,6,2013,9.16,18.86
20,6,2013,6.83,19.41
21,6,2013,11.5,20.65
22,6,2013,7.91,24.17
23,6,2013,9.9,22.79
24,6,2013,7.37,28.35
25,6,2013,10.33,29.62
26,6,2013,12.84,29.6
27,6,2013,12.52,30.37
28,6,2013,10.62,28.88
29,6,2013,13.46,32.17
30,6,2013,14.01,33.47
1,7,2013,14.34,28.34
2,7,2013,13.58,27.04
3,7,2013,13.46,31.36
4,7,2013,16.65,37.56
5,7,2013,18.65,38.92
6,7,2013,19.52,39.24
7,7,2013,20.85,38.4
8,7,2013,18.2,38.46
9,7,2013,17.7,33.18
10,7,2013,15.05,29.66
11,7,2013,15.75,29.5
12,7,2013,16.71,27.95
13,7,2013,15.17,27.01
14,7,2013,13.53,28.69
15,7,2013,14.79,28.17
16,7,2013,15.26,27.86
17,7,2013,15.07,30.09
18,7,2013,12.65,29.38
19,7,2013,14.25,26.11
20,7,2013,13.75,26.11
21,7,2013,13.22,25.13
22,7,2013,12.77,24.62
23,7,2013,12.97,26.76
24,7,2013,13.82,27.34
25,7,2013,16.71,25.29
26,7,2013,13.22,24.38
27,7,2013,13.63,22.89
28,7,2013,12.64,18.83
29,7,2013,10.22,22.18
30,7,2013,9.99,29.23
31,7,2013,14.81,28.5
1,8,2013,15.79,27.08
2,8,2013,15.07,23.83
3,8,2013,9.92,24.96
4,8,2013,10.24,27.97
5,8,2013,13.77,26.94
6,8,2013,13.32,25.41
7,8,2013,10.11,21.51
8,8,2013,9.5,24.63
9,8,2013,10.45,32.11
10,8,2013,14.42,34.86
11,8,2013,17.04,34.5
12,8,2013,16.72,29.43
13,8,2013,15.45,30.96
14,8,2013,15.45,32.93
15,8,2013,15.98,30.58
16,8,2013,16.51,27.84
17,8,2013,13.33,28.11
18,8,2013,14.65,30.12
19,8,2013,14.05,30.56
20,8,2013,13.41,35.13
21,8,2013,14.89,29.65
22,8,2013,15.46,25.75
23,8,2013,14.17,29.04
24,8,2013,14.29,25.87
25,8,2013,10.63,27.26
26,8,2013,11.39,28.05
27,8,2013,12.04,28.23
28,8,2013,13.14,28.02
29,8,2013,12.03,27.42
30,8,2013,12.74,28.42
31,8,2013,11.45,29.96
1,9,2013,12.56,32.57
2,9,2013,14.7,33.29
3,9,2013,16.03,32.65
4,9,2013,16.16,32.57
5,9,2013,16.63,22.06
6,9,2013,12.29,24.62
7,9,2013,11,23.54
8,9,2013,7.43,23.41
9,9,2013,7.68,26.46
10,9,2013,11.61,26.97
11,9,2013,11.39,26.76
12,9,2013,9.46,28.69
13,9,2013,11.14,30.87
14,9,2013,11.17,28.21
15,9,2013,11.12,25.86
16,9,2013,8.75,26.14
17,9,2013,9.14,24.61
18,9,2013,11.21,22.96
19,9,2013,11.71,27.21
20,9,2013,11.62,28.84
21,9,2013,14.66,31.87
22,9,2013,15.93,32.47
23,9,2013,13.01,29.62
24,9,2013,16.8,24.75
25,9,2013,15.09,22.5
26,9,2013,14.39,25.66
27,9,2013,15.85,18.27
28,9,2013,14.02,16.79
29,9,2013,13.78,16.7
30,9,2013,15.19,19.53
1,10,2013,16.12,21.67
2,10,2013,15.12,22.12
3,10,2013,13.17,19.7
4,10,2013,10.66,20.27
5,10,2013,8.74,19.77
6,10,2013,7.42,21.84
7,10,2013,8.75,22.61
8,10,2013,8.95,24.01
9,10,2013,8.82,24.42
10,10,2013,6.5,23.61
11,10,2013,7.89,20.11
12,10,2013,6.87,18.45
13,10,2013,10.67,15.51
14,10,2013,12.51,16.77
15,10,2013,14.41,17.93
16,10,2013,14.61,16.78
17,10,2013,13.12,21.05
18,10,2013,14.65,18.62
19,10,2013,12.78,17.05
20,10,2013,11.34,17.02
21,10,2013,13.95,16.39
22,10,2013,12.88,16.93
23,10,2013,11.03,18.04
24,10,2013,12.7,16.68
25,10,2013,11.34,16.94
26,10,2013,9.56,18.59
27,10,2013,8.98,18.31
28,10,2013,7.75,16.27
29,10,2013,2.75,13.27
30,10,2013,2.05,13.37
31,10,2013,2.65,16.92
1,11,2013,12.44,14.73
2,11,2013,11.72,15.26
3,11,2013,7.87,13.8
4,11,2013,9.44,12.66
5,11,2013,12.04,15.64
6,11,2013,12.6,16.59
7,11,2013,11.99,14.42
8,11,2013,5.59,11.95
9,11,2013,3.18,11.51
10,11,2013,7.24,15.04
11,11,2013,5.79,16.72
12,11,2013,5.86,15.68
13,11,2013,6.52,18.39
14,11,2013,3.59,14
15,11,2013,2.64,9.12
16,11,2013,2.86,13.01
17,11,2013,3.62,12.48
18,11,2013,4.01,10.04
19,11,2013,0.76,11.01
20,11,2013,-1.29,9.48
21,11,2013,-0.84,7.11
22,11,2013,0.64,11.81
23,11,2013,-1.76,9.84
24,11,2013,-2.35,11.1
25,11,2013,0.26,12.84
26,11,2013,0.08,11.23
27,11,2013,-1.94,10.92
28,11,2013,-0.59,9.84
29,11,2013,-1.49,11.88
30,11,2013,-1.19,8.55
1,12,2013,-1.87,11
2,12,2013,-2.66,11.28
3,12,2013,-1.14,13.81
4,12,2013,0.64,14.17
5,12,2013,-0.78,13.32
6,12,2013,-0.74,9.87
7,12,2013,-1.2,12.38
8,12,2013,-1.59,10.34
9,12,2013,-0.19,11.51
10,12,2013,1.82,14.17
11,12,2013,5.81,15.41
12,12,2013,9.73,14.95
13,12,2013,5.64,13.8
14,12,2013,1.63,13.52
15,12,2013,3.15,15.27
16,12,2013,4.88,12.56
17,12,2013,5.28,7.04
18,12,2013,4.55,9.76
19,12,2013,0.76,9.98
20,12,2013,-3.26,6.42
21,12,2013,-2.27,7.45
22,12,2013,4.4,6.59
23,12,2013,5.08,10.39
24,12,2013,4.48,9.99
25,12,2013,-0.22,5.96
26,12,2013,-0.45,8.32
27,12,2013,6.86,11.16
28,12,2013,0.47,7.04
29,12,2013,-2.47,5.33
30,12,2013,2.13,7.43
31,12,2013,7.43,10.39
1,1,2014,8.46,10.35
2,1,2014,8.62,10.43
3,1,2014,9.28,11.19
4,1,2014,1.5,8.96
5,1,2014,2.44,12.01
6,1,2014,10.15,12.8
7,1,2014,8.72,13.12
8,1,2014,10.72,13.78
9,1,2014,7.89,17.37
10,1,2014,4.92,15.9
11,1,2014,4.08,10.68
12,1,2014,4.78,10.64
13,1,2014,2.49,6.81
14,1,2014,7.51,10.41
15,1,2014,7.29,10.74
16,1,2014,3.46,7.2
17,1,2014,4.48,6.55
18,1,2014,3.17,5.4
19,1,2014,1.23,5.96
20,1,2014,1.65,6.18
21,1,2014,4.17,7.15
22,1,2014,3.84,9.49
23,1,2014,2.21,9.19
24,1,2014,1.76,7.66
25,1,2014,7.21,12.94
26,1,2014,6.67,10.99
27,1,2014,3.51,7.38
28,1,2014,2.94,8.71
29,1,2014,1.62,7.54
30,1,2014,0.08,6.28
31,1,2014,6.26,8.99
1,2,2014,1.93,8.68
2,2,2014,0.49,5.36
3,2,2014,3.03,5.95
4,2,2014,2.77,8.09
5,2,2014,4.92,8.1
6,2,2014,6.19,12.64
7,2,2014,3.12,8.16
8,2,2014,2.84,8.5
9,2,2014,2.02,10.42
10,2,2014,-0.01,7.62
11,2,2014,2.1,10.27
12,2,2014,0.31,11.23
13,2,2014,9.71,13.01
14,2,2014,5.45,14.19
15,2,2014,1.33,8.09
16,2,2014,-2.4,7.48
17,2,2014,2.19,5.57
18,2,2014,3.11,10.2
19,2,2014,1.74,10.79
20,2,2014,6.2,11.03
21,2,2014,0.57,6.96
22,2,2014,4.21,11.36
23,2,2014,6.27,14.84
24,2,2014,6.89,8.73
25,2,2014,5.67,9.67
26,2,2014,1.92,9.54
27,2,2014,5.68,12.63
28,2,2014,5.38,9.32
1,3,2014,4.04,9.53
2,3,2014,6.41,9.71
3,3,2014,1.8,6.24
4,3,2014,1.65,6.73
5,3,2014,4.99,12.89
6,3,2014,3.16,17.87
7,3,2014,6.01,21.23
8,3,2014,7.72,23.31
9,3,2014,7.21,19.82
10,3,2014,7.47,22.56
11,3,2014,4.6,22.59
12,3,2014,4.9,21.17
13,3,2014,3.72,18.08
14,3,2014,4.82,16.33
15,3,2014,4,19.82
16,3,2014,4,22.49
17,3,2014,7.81,20.27
18,3,2014,8.36,18.68
19,3,2014,4.66,21.32
20,3,2014,8.57,19.08
21,3,2014,7.98,14.73
22,3,2014,1.2,10.17
23,3,2014,-0.63,9.87
24,3,2014,4.34,11.8
25,3,2014,2.08,7.47
26,3,2014,0.74,9.05
27,3,2014,-0.61,10.77
28,3,2014,3.28,11.21
29,3,2014,3.66,11.1
30,3,2014,3.91,10.43
31,3,2014,8.06,11.72
1,4,2014,7.88,10.31
2,4,2014,5.32,13.61
3,4,2014,4.09,12.65
4,4,2014,4.03,8.74
5,4,2014,10.99,14.24
6,4,2014,10.06,17.08
7,4,2014,9.68,15.86
8,4,2014,7.37,20.42
9,4,2014,8.86,26.61
10,4,2014,12.72,25.52
11,4,2014,11.16,23.18
12,4,2014,9.43,22.34
13,4,2014,8.17,23.03
14,4,2014,9.95,23.62
15,4,2014,12.88,24.52
16,4,2014,10.76,22.59
17,4,2014,10.78,26.47
18,4,2014,11.18,18.17
19,4,2014,8.97,15.24
20,4,2014,8.06,16.27
21,4,2014,4.42,14.24
22,4,2014,5.27,15.8
23,4,2014,7.66,15.51
24,4,2014,4.82,12.23
25,4,2014,2.44,10.6
26,4,2014,6.47,14.51
27,4,2014,2.97,13.62
28,4,2014,7.55,16.65
29,4,2014,8.09,16.84
30,4,2014,9.04,15.87
1,5,2014,7.47,19.1
2,5,2014,5.67,20.75
3,5,2014,6.15,21.59
4,5,2014,8.32,25.71
5,5,2014,9.65,23.29
6,5,2014,11.62,19.2
7,5,2014,10.33,23.23
8,5,2014,9.86,23.01
9,5,2014,11.07,25
10,5,2014,12,23.5
11,5,2014,9.07,20.86
12,5,2014,5.85,21.18
13,5,2014,4.45,20.69
14,5,2014,7.16,26.61
15,5,2014,10.36,28.31
16,5,2014,10.42,29.96
17,5,2014,8.7,27.12
18,5,2014,9.29,25.42
19,5,2014,6.16,14.8
20,5,2014,3.77,14.62
21,5,2014,6.34,12.16
22,5,2014,6.09,15.43
23,5,2014,4.84,14.07
24,5,2014,1.82,15.74
25,5,2014,3.95,15.03
26,5,2014,1.64,16.15
27,5,2014,5.26,15.96
28,5,2014,10.67,15.68
29,5,2014,9.76,14.25
30,5,2014,8.04,18.14
31,5,2014,6.11,20.17
1,6,2014,6.86,22.79
2,6,2014,9.01,22.67
3,6,2014,10.67,20.42
4,6,2014,8.02,18.76
5,6,2014,5.25,20.49
6,6,2014,11.95,17.29
7,6,2014,11.94,20.73
8,6,2014,12.82,21.07
9,6,2014,12.85,20.94
10,6,2014,9.08,23.04
11,6,2014,9.29,27.72
12,6,2014,12.89,30.36
13,6,2014,13.54,29.91
14,6,2014,12.82,29.83
15,6,2014,12.79,28
16,6,2014,11.01,25.95
17,6,2014,11.56,28.08
18,6,2014,11.39,25.46
19,6,2014,13.85,23.51
20,6,2014,14,23.59
21,6,2014,12.68,22.44
22,6,2014,12.39,23.79
23,6,2014,11.47,24.03
24,6,2014,11.97,20.09
25,6,2014,11.9,18.38
26,6,2014,10.55,20.57
27,6,2014,11.97,21.98
28,6,2014,12.52,20.17
29,6,2014,8.55,19.34
30,6,2014,8.29,21.25
1,7,2014,12.45,19.49
2,7,2014,10.44,23.39
3,7,2014,10.45,24.44
4,7,2014,11.82,22.07
5,7,2014,13.49,20.7
6,7,2014,11.83,21.54
7,7,2014,8.45,19.69
8,7,2014,10.37,22.22
9,7,2014,9.61,24.07
10,7,2014,10.18,26.43
11,7,2014,10.58,28.82
12,7,2014,11.07,28.31
13,7,2014,12.79,28.36
14,7,2014,14.53,29.31
15,7,2014,15.4,30.35
16,7,2014,15.86,30.48
17,7,2014,14.87,25.13
18,7,2014,13.97,24.15
19,7,2014,14.11,20
20,7,2014,11.31,21.08
21,7,2014,9.36,25.66
22,7,2014,12.9,30.01
23,7,2014,15.24,26.57
24,7,2014,16.49,27.32
25,7,2014,13.9,29.35
26,7,2014,15.43,30.41
27,7,2014,15.63,29.77
28,7,2014,14.76,28.46
29,7,2014,13.45,27.36
30,7,2014,12.48,30.67
